Name,Feature,Full Address,Street,Municipality,Categories,Plus Code,Phones,Emails,Review Count,Average Rating,Review URL,Google Maps URL,Cid,Google Knowledge URL,Kgmid,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Place Id
Com Pho The Ky,,"3232 Steeles Ave W, Concord, ON L4K 4C8",3232 Steeles Ave W,Concord,Pho restaurant,87M2QFFF+WF,"(905) 760-0308, +1 905-760-0308",,140,3.6,"https://search.google.com/local/reviews?placeid=ChIJLWrCg9ovK4gR2fl2KuOTiDU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=3857495684722129369,3857495684722129369,https://www.google.com/search?kgmid=/g/1td7jcbl&kponly,/g/1td7jcbl,43.7748565,-79.5263511,,,"Saturday:[11a.m.-10p.m.], Sunday:[11a.m.-10p.m.], Monday:[Closed], Tuesday:[11a.m.-10p.m.], Wednesday:[11a.m.-10p.m.], Thursday:[11a.m.-10p.m.], Friday:[11a.m.-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipOo4WDEH5UeUnpYkQSjjvfqba_ufe9AfgBSBQwz=w122-h92-k-no,ChIJLWrCg9ovK4gR2fl2KuOTiDU
360 The Restaurant at the CN Tower,Upmarket dining with sky-high views,"290 Bremner Blvd, Toronto, ON M5V 3L9",290 Bremner Blvd,Toronto,"Canadian restaurant, Restaurant",87M2JJV7+45,"(416) 362-5411, +1 416-362-5411","tickets@cntower.ca, mediainquiries@cntower.ca",4519,4.2,"https://search.google.com/local/reviews?placeid=ChIJS6TSi9Y0K4gRhnLajfL7RVY&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=6216651879835398790,6216651879835398790,https://www.google.com/search?kgmid=/g/11bbtc20r3&kponly,/g/11bbtc20r3,43.642787899999995,-79.3871231,http://www.cntower.ca/360,cntower.ca,"Saturday:[11a.m.-3:30p.m.], Sunday:[11a.m.-3:30p.m.], Monday:[11a.m.-3:30p.m.], Tuesday:[11a.m.-3:30p.m.], Wednesday:[11a.m.-3:30p.m.], Thursday:[11a.m.-3:30p.m.], Friday:[11a.m.-3:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipP7DbU1sUvPU2U55Pv-mD6ZFUTv1CAmxpA_uOJD=w147-h92-k-no,ChIJS6TSi9Y0K4gRhnLajfL7RVY
SPARKLY Japanese & Thai,All-you-can-eat Japanese & Thai food,"11 Colossus Dr, Woodbridge, ON L4L 9J8",11 Colossus Dr,Woodbridge,"Asian restaurant, Japanese restaurant, Thai restaurant",87M2QFP4+G3,"(905) 856-7788, +1 905-856-7788",info@sparklyrestaurant.com,1679,3.9,"https://search.google.com/local/reviews?placeid=ChIJa_0ekRkvK4gRX8KEj8Rj24s&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=10077758287044199007,10077758287044199007,https://www.google.com/search?kgmid=/g/1hc2x6wh6&kponly,/g/1hc2x6wh6,43.7862783,-79.5447575,https://sparklyrestaurant.com/,sparklyrestaurant.com,"Saturday:[12-11p.m.], Sunday:[12-10p.m.], Monday:[12-10p.m.], Tuesday:[12-10p.m.], Wednesday:[12-10p.m.], Thursday:[12-10p.m.], Friday:[12-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipOBOFNLOeTOWn4V6ryAwmWgPtzb2-6jbelPyZtU=w122-h92-k-no,ChIJa_0ekRkvK4gRX8KEj8Rj24s
Carmen y Pepe Peruvian Cuisine,,"40 Carl Hall Rd, North York, ON M3K 2C1",40 Carl Hall Rd,North York,Restaurant,87M2PGXC+W8,,,12,3.9,"https://search.google.com/local/reviews?placeid=ChIJ6w4YJaUxK4gRJ4616bg9sec&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=16695193158043405863,16695193158043405863,https://www.google.com/search?kgmid=/g/11flmz_swd&kponly,/g/11flmz_swd,43.7497665,-79.4791771,,,"Saturday:[10a.m.-5:30p.m.], Sunday:[10a.m.-5:30p.m.], Monday:[Closed], Tuesday:[Closed], Wednesday:[Closed], Thursday:[Closed], Friday:[Closed]",https://lh5.googleusercontent.com/p/AF1QipOnUivKGMZa-LJMuk2xly5Aqm9FtWDN-DO6D_7f=w194-h92-k-no,ChIJ6w4YJaUxK4gRJ4616bg9sec
Ration | Beverley,,"335 Queen St W, Toronto, ON M5V 2A4",335 Queen St W,Toronto,"Fine dining restaurant, Bar, Garden",87M2JJX5+Q5,"(647) 366-9206, +1 647-366-9206",info@tockhq.com,198,4.4,"https://search.google.com/local/reviews?placeid=ChIJg-df1w81K4gRR57e_oMst2E&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=7041145487845400135,7041145487845400135,https://www.google.com/search?kgmid=/g/11h7g1__12&kponly,/g/11h7g1__12,43.6494377,-79.3920668,http://www.rationbeverley.com/,rationbeverley.com,"Saturday:[9a.m.-11p.m.], Sunday:[9a.m.-11p.m.], Monday:[Closed], Tuesday:[Closed], Wednesday:[9a.m.-11p.m.], Thursday:[9a.m.-11p.m.], Friday:[9a.m.-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipNOmgx2zExOUT0fMqePdcqlZQ7fztl5SqXixfEV=w80-h166-k-no,ChIJg-df1w81K4gRR57e_oMst2E
Khao San Road,Popular Thai eatery with communal tables,"11 Charlotte St, Toronto, ON M5V 2H5",11 Charlotte St,Toronto,"Thai restaurant, Fast food restaurant, Delivery Restaurant",87M2JJW4+HH,"(647) 352-5773, +1 647-352-5773",info@khaosanroad.ca,2716,4.4,"https://search.google.com/local/reviews?placeid=ChIJsYytfdo0K4gRyuS_nZmdpIQ&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=9557937592289191114,9557937592289191114,https://www.google.com/search?kgmid=/g/1thxlps9&kponly,/g/1thxlps9,43.6464028,-79.393624,http://www.khaosanroad.ca/,khaosanroad.ca,"Saturday:[12-2:45p.m.], Sunday:[5-9:45p.m.], Monday:[5-9:45p.m.], Tuesday:[11:30a.m.-2:30p.m.], Wednesday:[11:30a.m.-2:30p.m.], Thursday:[11:30a.m.-2:30p.m.], Friday:[11:30a.m.-2:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipOHMl-whlFelnzJR0bsqjHHxkjRfAfpBIiFK4eJ=w80-h106-k-no,ChIJsYytfdo0K4gRyuS_nZmdpIQ
Yumiko Sushi & Poke,,"200 Marycroft Ave Unit22, Vaughan, ON L4L 5X9",200 Marycroft Ave Unit22,Vaughan,"Japanese restaurant, Authentic Japanese restaurant, Restaurant, Sushi restaurant, Sushi takeaway",87M2QCMJ+WX,"(905) 851-3666, +1 905-851-3666",,129,4.8,"https://search.google.com/local/reviews?placeid=ChIJDX7xoNslK4gRip6Lbz1burY&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=13166936779993620106,13166936779993620106,https://www.google.com/search?kgmid=/g/11swzq54l9&kponly,/g/11swzq54l9,43.7847693,-79.5676101,https://www.yumikosushipoke.com/,yumikosushipoke.com,"Saturday:[11a.m.-10p.m.], Sunday:[12-10p.m.], Monday:[11a.m.-10p.m.], Tuesday:[11a.m.-10p.m.], Wednesday:[11a.m.-10p.m.], Thursday:[11a.m.-10p.m.], Friday:[11a.m.-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipPf4zLFya6Z3a9Ol303yh8zR8KpENUA1OhPmACz=w122-h92-k-no,ChIJDX7xoNslK4gRip6Lbz1burY
Dreyfus,Cozy bistro for rustic French fare,"96 Harbord St, Toronto, ON M5S 1G6",96 Harbord St,Toronto,French restaurant,87M2MH7W+6M,"(416) 323-1385, +1 416-323-1385","dreyfustoronto@gmail.com, dreyfustakeaway@gmail.com",180,4.7,"https://search.google.com/local/reviews?placeid=ChIJYUo7Rjs1K4gR-wKSv6ICuLk&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=13382449190753403643,13382449190753403643,https://www.google.com/search?kgmid=/g/11fl9g96cr&kponly,/g/11fl9g96cr,43.6630633,-79.4033017,http://dreyfustoronto.com/,dreyfustoronto.com,"Saturday:[5:30-10:30p.m.], Sunday:[Closed], Monday:[Closed], Tuesday:[5:30-10:30p.m.], Wednesday:[5:30-10:30p.m.], Thursday:[5:30-10:30p.m.], Friday:[5:30-10:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipP8xsn6NRBHAa-N9zuoiFFrjOX8EbkE8r1GDSnT=w80-h106-k-no,ChIJYUo7Rjs1K4gR-wKSv6ICuLk
RAP'S,Enduring go-to for Jamaican jerk chicken,"1541 Eglinton Ave W, York, ON M6E 2G7",1541 Eglinton Ave W,York,"Jamaican restaurant, Restaurant",87M2MHW5+XH,"(416) 784-0008, +1 416-784-0008",,602,4.2,"https://search.google.com/local/reviews?placeid=ChIJ64QItJYzK4gRKCb8rQxYIOQ&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=16438235451384145448,16438235451384145448,https://www.google.com/search?kgmid=/g/1hc47d2lq&kponly,/g/1hc47d2lq,43.697439599999996,-79.4411006,,,"Saturday:[9a.m.-5a.m.], Sunday:[9a.m.-5a.m.], Monday:[9a.m.-5a.m.], Tuesday:[9a.m.-5a.m.], Wednesday:[9a.m.-5a.m.], Thursday:[9a.m.-5a.m.], Friday:[9a.m.-5a.m.]",https://lh5.googleusercontent.com/p/AF1QipNSzQwzxbZUzApMN52Zb9ZYFaL0LXeRy4XBy1Ir=w80-h106-k-no,ChIJ64QItJYzK4gRKCb8rQxYIOQ
Panini Italian Sandwiches,Rolls with European-style fillings,"7600 Weston Rd, Woodbridge, ON L4L 8B7",7600 Weston Rd,Woodbridge,Italian restaurant,87M2QFQ2+9P,"(905) 264-0064, +1 905-264-0064",info@originalpanini.com,156,4.3,"https://search.google.com/local/reviews?placeid=ChIJFbag7JIvK4gRMe8QWcDlV28&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=8023133875474591537,8023133875474591537,https://www.google.com/search?kgmid=/g/1v3kj3yw&kponly,/g/1v3kj3yw,43.7884873,-79.5482499,http://www.paniniitaliansandwiches.com/,paniniitaliansandwiches.com,"Saturday:[11a.m.-4p.m.], Sunday:[Closed], Monday:[11a.m.-3p.m.], Tuesday:[11a.m.-3p.m.], Wednesday:[11a.m.-3p.m.], Thursday:[11a.m.-4p.m.], Friday:[11a.m.-4p.m.]",https://lh5.googleusercontent.com/p/AF1QipNz1z2-20wOsXB6OyyRjjQ2EwdQAsCgG9WGXVqg=w122-h92-k-no,ChIJFbag7JIvK4gRMe8QWcDlV28
Aria,Italian fine dining & 700 wines,"25 York St, Toronto, ON M5J 2V5",25 York St,Toronto,Italian restaurant,87M2JJV9+9R,"(416) 363-2742, +1 416-363-2742","info@ariaristorante.ca, events@ariaristorante.ca",516,4.1,"https://search.google.com/local/reviews?placeid=ChIJ-9PwudQ0K4gR28XSiKgHlgg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=618690419241436635,618690419241436635,https://www.google.com/search?kgmid=/g/1tf7ss1d&kponly,/g/1tf7ss1d,43.643470699999995,-79.3804244,http://ariaristorante.ca/,ariaristorante.ca,"Saturday:[4:30-9p.m.], Sunday:[Closed], Monday:[11:30a.m.-2:30p.m.], Tuesday:[11:30a.m.-2:30p.m.], Wednesday:[11:30a.m.-2:30p.m.], Thursday:[11:30a.m.-2:30p.m.], Friday:[11:30a.m.-2:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipOGyG4C-sDtM0YsWUar6SPc3d9x8HifJca4dPQ8=w163-h92-k-no,ChIJ-9PwudQ0K4gR28XSiKgHlgg
Pho Mama (Woodbridge),,"4555 Hwy 7 Unit B1, Woodbridge, ON L4L 1S6",4555 Hwy 7 Unit B1,Woodbridge,Vietnamese restaurant,87M2QCMG+94,"(905) 856-3866, +1 905-856-3866",,144,4.5,"https://search.google.com/local/reviews?placeid=ChIJZ442doglK4gRBkzKa3gxy1s&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=6614434870997961734,6614434870997961734,https://www.google.com/search?kgmid=/g/11fhrwtb6b&kponly,/g/11fhrwtb6b,43.7833787,-79.5747105,,,"Saturday:[11a.m.-10p.m.], Sunday:[11a.m.-10p.m.], Monday:[11a.m.-9:30p.m.], Tuesday:[11a.m.-9:30p.m.], Wednesday:[11a.m.-9:30p.m.], Thursday:[11a.m.-9:30p.m.], Friday:[11a.m.-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipMmvwRYOtSRqbkbHU27-x6Wu8YqER9EnlexZWcW=w122-h92-k-no,ChIJZ442doglK4gRBkzKa3gxy1s
Koganei Japanese Seafood Restaurant,"Stop for seafood, sushi & noodle dishes","3901 Hwy 7 W #103, Woodbridge, ON L4L 8L5",3901 Hwy 7 W #103,Woodbridge,"Sushi restaurant, Asian restaurant, Japanese restaurant, Restaurant, Seafood restaurant",87M2QCQW+27,"(905) 265-2288, +1 905-265-2288",info@koganeisushi.ca,677,4.2,"https://search.google.com/local/reviews?placeid=ChIJ2V4MWfMvK4gR87u8-nXq06A&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=11588864058593164275,11588864058593164275,https://www.google.com/search?kgmid=/g/1td5rxl3&kponly,/g/1td5rxl3,43.7875199,-79.5542919,https://www.koganeisushi.ca/,koganeisushi.ca,"Saturday:[11a.m.-11p.m.], Sunday:[12-10p.m.], Monday:[11a.m.-10p.m.], Tuesday:[11a.m.-10p.m.], Wednesday:[11a.m.-10p.m.], Thursday:[11a.m.-10p.m.], Friday:[11a.m.-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipPbCsSr6cGin1eQ06oI0cg6_ByONEl0mTLFgfAJ=w122-h92-k-no,ChIJ2V4MWfMvK4gR87u8-nXq06A
Hero Certified Burgers,Relaxed joint for sustainable burgers,"21 Famous Ave Unit 1A, Woodbridge, ON L4L 0B6",21 Famous Ave Unit 1A,Woodbridge,"Restaurant, Fast food restaurant, Hamburger restaurant",87M2QFQ4+G3,"(905) 265-9311, +1 905-265-9311","first@heroburgers.com, johnd@heroburgers.com, john@heroburgers.com",449,4,"https://search.google.com/local/reviews?placeid=ChIJrYIxa5MvK4gRqWFTvj5ytn0&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=9058553314309005737,9058553314309005737,https://www.google.com/search?kgmid=/g/1tknl20p&kponly,/g/1tknl20p,43.7888222,-79.5447922,https://heroburgers.com/,heroburgers.com,"Saturday:[11a.m.-12a.m.], Sunday:[11a.m.-11p.m.], Monday:[11a.m.-11p.m.], Tuesday:[11a.m.-11p.m.], Wednesday:[11a.m.-11p.m.], Thursday:[11a.m.-11p.m.], Friday:[11a.m.-12a.m.]",https://lh5.googleusercontent.com/p/AF1QipN7Euh8FNn_W9IXOMqDsc69cwuutDJgbDOYjW2i=w163-h92-k-no,ChIJrYIxa5MvK4gRqWFTvj5ytn0
Popeyes Louisiana Kitchen,Fast-food fried chicken chain,"3865 Jane St Unit 31e, Toronto, ON M3N 2K1",3865 Jane St Unit 31e,Toronto,"Chicken restaurant, Cajun restaurant, Fast food restaurant, Restaurant, Seafood restaurant",87M2QF4M+JR,"(416) 636-1786, +1 416-636-1786",,536,4,"https://search.google.com/local/reviews?placeid=ChIJmQ5mkzIwK4gRoUiODemL-C8&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=3456666547077925025,3456666547077925025,https://www.google.com/search?kgmid=/g/1vfn78mr&kponly,/g/1vfn78mr,43.7565531,-79.5153935,https://www.popeyeschicken.ca/,popeyeschicken.ca,"Saturday:[11a.m.-11p.m.], Sunday:[11a.m.-11p.m.], Monday:[11a.m.-11p.m.], Tuesday:[11a.m.-11p.m.], Wednesday:[11a.m.-11p.m.], Thursday:[11a.m.-11p.m.], Friday:[11a.m.-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipNIke4cNVnLj40AwFXXz1uD--oSPzjvIKAfRIod=w122-h92-k-no,ChIJmQ5mkzIwK4gRoUiODemL-C8
Lalibela Restaurant - Bloor St,Shared platters of traditional fare,"869 Bloor St W, Toronto, ON M6G 1M4",869 Bloor St W,Toronto,"Ethiopian restaurant, Caterer, Function room facility, Lunch restaurant, Takeout Restaurant, Restaurant",87M2MH6G+R3,"(416) 535-6615, +1 416-535-6615",,1131,4.1,"https://search.google.com/local/reviews?placeid=ChIJRUExTvU0K4gRDjCeCH_k7B0&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=2156349555860189198,2156349555860189198,https://www.google.com/search?kgmid=/g/1xb2f66d&kponly,/g/1xb2f66d,43.662039,-79.42483,https://www.lalibelaethiopianrestaurant.com/,lalibelaethiopianrestaurant.com,"Saturday:[11a.m.-11:30p.m.], Sunday:[11a.m.-11:30p.m.], Monday:[11a.m.-11:30p.m.], Tuesday:[11a.m.-11:30p.m.], Wednesday:[11a.m.-11:30p.m.], Thursday:[11a.m.-11:30p.m.], Friday:[11a.m.-11:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipOQwCeF-yJ-qy5FGeUdAJrYK4FBk3OdVA2__FZq=w137-h92-k-no,ChIJRUExTvU0K4gRDjCeCH_k7B0
Earls Kitchen + Bar,Sleek spot serving global dishes & beer,"40 Colossus Dr, Woodbridge, ON L4L 0B7",40 Colossus Dr,Woodbridge,"Restaurant, Bar, Brunch restaurant, Lounge",87M2QFP4+VM,"(905) 851-9600, +1 905-851-9600","comments@earls.ca, mo.jessa@earls.ca",1615,4,"https://search.google.com/local/reviews?placeid=ChIJi7T-Su0vK4gRsEi8a603fRY&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=1620512658899617968,1620512658899617968,https://www.google.com/search?kgmid=/g/1tg79p0w&kponly,/g/1tg79p0w,43.787129,-79.5433668,https://earls.ca/locations/vaughan,earls.ca,"Saturday:[11a.m.-12a.m.], Sunday:[11a.m.-11p.m.], Monday:[11:30a.m.-11p.m.], Tuesday:[11:30a.m.-11p.m.], Wednesday:[11:30a.m.-11p.m.], Thursday:[11:30a.m.-11p.m.], Friday:[11:30a.m.-12a.m.]",https://lh5.googleusercontent.com/p/AF1QipPPoxlhp3kQcKPG3hB-vARaRahI3bNRzYN2ifWh=w138-h92-k-no,ChIJi7T-Su0vK4gRsEi8a603fRY
Lloyd's Jamaican Restaurant,,"1710 Jane St, York, ON M9N 2S4",1710 Jane St,York,Jamaican restaurant,87M2PF3W+F7,"(416) 242-2436, +1 416-242-2436",,116,4.5,"https://search.google.com/local/reviews?placeid=ChIJfyqzTCMxK4gRaI2YnSoIHyY&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=2746923276844961128,2746923276844961128,https://www.google.com/search?kgmid=/g/1tj5rc92&kponly,/g/1tj5rc92,43.703738799999996,-79.50432529999999,http://www.lloydsrestaurant.ca/,lloydsrestaurant.ca,"Saturday:[9a.m.-9p.m.], Sunday:[Closed], Monday:[9a.m.-9p.m.], Tuesday:[9a.m.-9p.m.], Wednesday:[9a.m.-9p.m.], Thursday:[9a.m.-9p.m.], Friday:[9a.m.-9p.m.]",https://lh5.googleusercontent.com/p/AF1QipMwaTwzMg__zeAUeSzQbqht9Bj6lnjnB--CWV3q=w138-h92-k-no,ChIJfyqzTCMxK4gRaI2YnSoIHyY
Sushi Masaki Saito,,"88 Avenue Rd, Toronto, ON M5R 2H2",88 Avenue Rd,Toronto,Sushi restaurant,87M2MJC3+VJ,"(416) 924-0888, +1 416-924-0888",infoto@masakisaito.ca,67,4.6,"https://search.google.com/local/reviews?placeid=ChIJ-1ow0r41K4gRWy6_o_lMCyk&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=2957542215376645723,2957542215376645723,https://www.google.com/search?kgmid=/g/11fk0pqs0t&kponly,/g/11fk0pqs0t,43.6722325,-79.3959603,http://masakisaito.ca/,masakisaito.ca,"Saturday:[6-11p.m.], Sunday:[Closed], Monday:[6-11p.m.], Tuesday:[6-11p.m.], Wednesday:[Closed], Thursday:[6-11p.m.], Friday:[6-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipOPKxb-Iv5ZXlOWZjfgwlQalE1o6z4cn-xb4CrJ=w92-h92-k-no,ChIJ-1ow0r41K4gRWy6_o_lMCyk
Golden Star,Relaxed Chinese-Caribbean cafe,"3434 Weston Rd, North York, ON M9M 2W1",3434 Weston Rd,North York,"Restaurant, Asian fusion restaurant, Asian restaurant, Cantonese restaurant, Chinese restaurant, Family restaurant, Mandarin restaurant, Takeout Restaurant, Delivery Restaurant, Thai restaurant",87M2QF24+7W,"(416) 742-6334, +1 416-742-6334","605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com",230,3.8,"https://search.google.com/local/reviews?placeid=ChIJpZYwvxQwK4gR-0l4q8YE_Sc&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=2881464587913808379,2881464587913808379,https://www.google.com/search?kgmid=/g/1td541ll&kponly,/g/1td541ll,43.750641599999994,-79.5427012,http://goldenstarweston.com/,goldenstarweston.com,"Saturday:[12p.m.-12a.m.], Sunday:[12-11p.m.], Monday:[12-11p.m.], Tuesday:[12-11p.m.], Wednesday:[12-11p.m.], Thursday:[12-11p.m.], Friday:[12p.m.-12a.m.]",https://lh5.googleusercontent.com/p/AF1QipOuD_WAZACuyevXboe67euir6QYv9DK7qQoWwE=w122-h92-k-no,ChIJpZYwvxQwK4gR-0l4q8YE_Sc
Yo Amo Tacos Bar 'n Grill,Lively outpost for Mexican eats & drinks,"7034 Islington Ave, Woodbridge, ON L4L 1V8",7034 Islington Ave,Woodbridge,"Mexican restaurant, Bar & grill",87M2QC7F+XF,"(905) 266-2135, +1 905-266-2135","Info.Canada@yoamotacos.com, Info.Mexico@yoamotacos.com",761,3.8,"https://search.google.com/local/reviews?placeid=ChIJ4dNEFrE6K4gRvcRkXjlAfuA&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=16176437526702376125,16176437526702376125,https://www.google.com/search?kgmid=/g/1q63ckmr3&kponly,/g/1q63ckmr3,43.764902,-79.5762799,http://yoamotacos.com/woodbridge-canada/,yoamotacos.com,"Saturday:[5p.m.-2a.m.], Sunday:[3-10p.m.], Monday:[Closed], Tuesday:[Closed], Wednesday:[Closed], Thursday:[5p.m.-12a.m.], Friday:[5p.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipPpa6wRR6rLlaCZ1Mt8R-jKFQCuna3D4vNrTXM1=w163-h92-k-no,ChIJ4dNEFrE6K4gRvcRkXjlAfuA
Royal Caribbean Cafe,Modest outpost for jerk chicken & fish,"1127 St Clair Ave W, Toronto, ON M6E 1B1",1127 St Clair Ave W,Toronto,"Jamaican restaurant, Takeout Restaurant, Seafood restaurant, Vegetarian restaurant",87M2MHH5+7H,"(416) 651-9554, +1 416-651-9554",rccafe1998@gmail.com,364,4.5,"https://search.google.com/local/reviews?placeid=ChIJDzl1S3E0K4gRpzJutKNn7dM&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=15270975864287670951,15270975864287670951,https://www.google.com/search?kgmid=/g/1tfgq0cw&kponly,/g/1tfgq0cw,43.678145,-79.44109999999999,https://www.royalcaribbeancafe.com/,royalcaribbeancafe.com,"Saturday:[12-9p.m.], Sunday:[2-9p.m.], Monday:[12-9p.m.], Tuesday:[12-9p.m.], Wednesday:[12-9p.m.], Thursday:[12-9p.m.], Friday:[12-9p.m.]",https://lh5.googleusercontent.com/p/AF1QipNati29GI-iR1UoVjukQgaOEng9UnlKIB23AMm5=w122-h92-k-no,ChIJDzl1S3E0K4gRpzJutKNn7dM
Montego Jerk Restaurant,,"1 York Gate Blvd, North York, ON M3N 2K2",1 York Gate Blvd,North York,"Jamaican restaurant, Restaurant",87M2QF5H+FW,"(416) 661-9583, +1 416-661-9583",,154,4,"https://search.google.com/local/reviews?placeid=ChIJxV4W_y0wK4gRU3M3LkAdeKg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=12139484957067670355,12139484957067670355,https://www.google.com/search?kgmid=/g/1wbg00s4&kponly,/g/1wbg00s4,43.7586969,-79.52014,https://www.montegojerk.com/,montegojerk.com,"Saturday:[9a.m.-9:30p.m.], Sunday:[10a.m.-7p.m.], Monday:[9a.m.-9p.m.], Tuesday:[9a.m.-9p.m.], Wednesday:[9a.m.-9p.m.], Thursday:[9a.m.-9p.m.], Friday:[9a.m.-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipPY0Cr_rRaTNszte08RjnNLxI943zOY46O0gIrB=w80-h106-k-no,ChIJxV4W_y0wK4gRU3M3LkAdeKg
Jafna Corner Eatery,,"2300 Yonge St Unit 5a, Toronto, ON M4P 1E4",2300 Yonge St Unit 5a,Toronto,Restaurant,87M2PJ42+W5,"(647) 769-9266, +1 647-769-9266",,,,,https://www.google.com/maps?cid=8335070929186627496,8335070929186627496,https://www.google.com/search?kgmid=/g/11jps4v3q3&kponly,/g/11jps4v3q3,43.7072693,-79.3996009,,,,,ChIJvQvQLdIzK4gRqJ_aV9kerHM
Greek Brothers,Unassuming spot for Greek fare eats,"3603 Langstaff Rd, Woodbridge, ON L4L 9G7",3603 Langstaff Rd,Woodbridge,Greek restaurant,87M2RF52+4F,"(905) 264-2001, +1 905-264-2001",greekbrotherswoodbridge@gmail.com,460,4.2,"https://search.google.com/local/reviews?placeid=ChIJdfM4kHcvK4gROp90s5yCGtU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=15355729489010401082,15355729489010401082,https://www.google.com/search?kgmid=/g/11b6qc35nk&kponly,/g/11b6qc35nk,43.8078,-79.54879439999999,http://www.greekbrothers.ca/,greekbrothers.ca,"Saturday:[Closed], Sunday:[Closed], Monday:[11:30a.m.-6p.m.], Tuesday:[11:30a.m.-6p.m.], Wednesday:[11:30a.m.-6p.m.], Thursday:[11:30a.m.-6p.m.], Friday:[11:30a.m.-7p.m.]",https://lh5.googleusercontent.com/p/AF1QipMcE3oMC4Wy8zj5iI9PDCl_8xnNvYSkWx_bHzFk=w80-h106-k-no,ChIJdfM4kHcvK4gROp90s5yCGtU
